,0,10,0,0,あ,い,う,え,お,ん
h,60,50,40,30,h,は,へ,ほ
ch,90,60,90,0,ch,ち,ちぇ,ちゃ,ちゅ,ちょ
g,60,40,60,20,g,が,ぐ,げ,ご
gy,60,40,40,20,gy,ぎ,ぎぇ,ぎゃ,ぎゅ,ぎょ
t,75,50,60,0,t,た,て,と,とぅ
s,110,80,100,60,s,さ,す,すぃ,せ,そ
ts,110,30,60,0,ts,つ,つぁ,つぃ,つぇ,つぉ
ty,90,40,70,0,ty,てぃ,てぇ,てゃ,てゅ,てょ
p,90,40,60,0,p,ぱ,ぷ,ぺ,ぽ
py,100,50,80,0,py,ぴ,ぴぇ,ぴゃ,ぴゅ,ぴょ
r,30,10,20,10,r,ら,る,れ,ろ
ry,30,10,20,15,ry,り,りぇ,りゃ,りゅ,りょ
n,60,50,60,55,n,な,ぬ,ね,の
ny,60,50,50,45,ny,に,にぇ,にゃ,にゅ,にょ
hy,90,70,70,50,hy,ひ,ひぇ,ひゃ,ひゅ,ひょ
d,50,20,50,20,d,だ,で,ど,どぅ
dy,80,50,60,20,dy,でぃ,でぇ,でゃ,でゅ,でょ
b,60,30,60,30,b,ば,ぶ,べ,ぼ
by,60,30,60,30,by,び,びぇ,びゃ,びゅ,びょ
f,90,20,90,60,f,ふ,ふぁ,ふぃ,ふぇ,ふぉ
k,100,80,70,0,k,か,く,け,こ
j,50,20,70,20,j,じ,じぇ,じゃ,じゅ,じょ
m,60,50,60,50,m,ま,む,め,も
sh,110,60,110,50,sh,し,しぇ,しゃ,しゅ,しょ
w,60,30,60,30,w,うぃ,うぅ,うぇ,うぉ,わ,を
v,60,30,60,30,v,ヴ,ヴぁ,ヴぃ,ヴぅ,ヴぇ,ヴぉ
y,50,30,50,30,y,いぃ,いぇ,や,ゆ,よ,ゐ,ゑ
ky,100,50,80,0,ky,き,きぇ,きゃ,きゅ,きょ
z,60,30,60,40,z,ざ,ず,ずぃ,ぜ,ぞ
my,60,5,60,5,my,み,みぇ,みゃ,みゅ,みょ
ng,50,30,50,30,ng,ガ,グ,ゲ,ゴ
ngy,40,30,40,30,ngy,ギャ,ギ,ギュ,ギェ,ギョ
,50,20,50,20,・あ,・い,・う,・え,・お,・ん
